city,county,exteriorConstruction,floorSizeValue,hvacTypes,lotSizeValue,lotSizeUnit,mostRecentPricePerSquareFoot,mostRecentStatus,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,numParkingSpaces,parkingTypes,prices,propertyType,province,sewerType,yearBuilt,parkingTypes_cleaned,lotSizeUnit_encoded
Mechanicsville,Hanover,"MAT/RAFT FOUNDATION (SLAB),Frame,Vinyl,Brick,BRICK,Brick, Drywall, Frame, VinylSiding,Brick, Frame, Vinyl Siding",1544.0,"HeatPump,FORCED AIR,Air Conditioning,Heat Pump,Exhaust Fan,Heating,Ceiling Fan(s),CENTRAL,Electric,Heating-Electric Heating Heat Pump,Cooling-Electric, Heat Pump, Ceiling Fan(s)",1960.0,Square Feet,218.91,For Sale,2519665,"Mechanicsville, VA,Virginia,Village At Pebble Lake",3.0,2.0,2.0,2.0,Street,209950.0,Single Family Dwelling,VA,Public,2013.0,street,1
Glencoe,cook,Brick,2608.0,"Heating: Central Duct,Cooling: Cooling (Central)",13685.0,Square Feet,232.87,Sold,11309940,"Glencoe,Illinois",3.5,4.0,2.0,3.0,"Detached Garage,Attached Garage",825493.9891451831,Single Family Dwelling,IL,Public,1925.0,"attached garage, detached garage",1
Livonia,Wayne,Brick,1125.0,"Has Cooling,Cooling-Central Air,Heating-Gas Heat Forced Air,Heating-Forced Air,Forced Air,ForcedAir, NaturalGas,Heating and Cooling,Has Heating,Central Air,Natural Gas",0.21,Acres,226.67,Pending,20250020227,"Livonia,BUCKINGHAM VILLAGE SUB NO 2,Michigan",1.5,3.0,1.0,2.0,"Carport,Detached Garage,Attached Garage",255000.0,Single Family Dwelling,MI,Public,1957.0,"attached garage, carport, detached garage",0
Winnetka,Cook,Brick,4119.0,"Heating: Central Duct,Cooling: Cooling (Central)",15019.0,Square Feet,232.87,Sold,11434000,Illinois,3.5,5.0,2.0,3.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1991.0,attached garage,1
Broken Bow,McCurtain County,Frame,4423.0,"Cooling-Heat Pump,Heat Pump,Electric,Central,Central Air,Heating-Heat Pump",1.39,Acres,310.87,For Sale,1179531,Lakewood Estates,6.0,5.0,1.0,20.317147192716238,Attached Garage,1375000.0,Single Family Dwelling,OK,Septic,2011.0,attached garage,0
San Antonio,Bexar County,"MAT/RAFT FOUNDATION (SLAB),Wood,WOOD,Other",866.0,"Other Cooling,FORCED AIR,Central Electric,CENTRAL,Electric,Central",4730.0,Square Feet,1.5,Rental,SABORTX-1851133,"Great Northwest,Far West Side,Texas,North San Antonio,Hidden Meadow",1.0,2.0,1.0,2.0,Attached Garage,1295.0,Rental Unit,TX,Public,1984.0,attached garage,1
Buffalo,Erie,"Composite Siding,MAT/RAFT FOUNDATION (SLAB),COMPOSITION",1529.0,"Heating-Gas Heat Forced Air,HVACHeating,Cooling-Gas,Gas,Forced Air,Natural Gas",0.13,Acres,117.66,Rental,B1622920,Illinois,3.0,5.0,1.0,20.317147192716238,Two or More Spaces,49900.0,Multi-Family Dwelling,NY,Public,1900.0,two or more spaces,0
Centerville,Barnstable,"WOOD SIDING,Shingle Siding,Shingle",1388.0,"FORCED AIR,Has Heating (Unspecified Type),Air Conditioning,Cooling-None,Heating,GAS,None",14810.0,Square Feet,474.78,Pending,22503343,Illinois,2.0,3.0,1.0,4.0,Attached Garage,659000.0,Single Family Dwelling,MA,Public,1973.0,attached garage,1
King William,King William,"Drywall, Frame, VinylSiding",2844.0,"Zoned,Air Conditioning,Heating,Electric",43067.04824884569,Square Feet,161.11,For Sale,2520146,Illinois,3.0,4.0,2.0,20.317147192716238,Attached Garage,458209.0,Single Family Dwelling,VA,Public,2025.0,attached garage,1
Wadsworth,Medina,Vinyl Siding,1663.0,"Has Cooling,CentralAir,Gas,Forced Air,ForcedAir,Central Air,Natural Gas",12001.0,Square Feet,9821.43,For Sale,5130531,"Wadsworth, OH,Koontz,Ohio",2.0,3.0,2.0,20.0,Attached Garage,275000.0,Single Family Dwelling,OH,Public,1976.0,attached garage,1
Philadelphia,Lee County,Brick,1528.0,"Heating: Central Duct,Cooling: Cooling (Central)",1706.0,Square Feet,81.81,Off Market,PAPH196512,"Mayfair,Pennsylvania",1.0,4.0,2.0,3.0,Attached Garage,125000.0,Single Family Dwelling,PA,Public,1944.0,attached garage,1
Winnetka,cook,Brick,2941.0,"Heating: Central Duct,Cooling: Cooling (Central)",13352.0,Square Feet,232.87,Pending,11165507,"Illinois,North Shore",2.5,4.0,1.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1960.0,attached garage,1
Palm Harbor,Pinellas County,Cb Stucco/Cb Reclad,2574.0,"Heating: Central Duct,Cooling: Cooling (Central)",107990.24,Square Feet,204,Sold,U8076618,"Palm Harbor,Pipers Meadow,Florida",4.0,4.0,1.0,3.0,"Driveway,Carport,Attached Garage",510000.0,Single Family Dwelling,FL,Public,1993.0,"attached garage, carport, driveway",1
Rock Hill,York,Stone Veneer,1806.0,"Cooling-Central Air, Electric, Ceiling Fan(s),Heating-Gas Heat Forced Air,Ceiling Fan(s),Electric,Forced Air,Central Air,Natural Gas",0.36,Acres,243.63,For Sale,4283232,Rollingwood,2.0,3.0,1.0,2.0,Attached Garage,440000.0,Single Family Dwelling,SC,Public,2000.0,attached garage,0
Seminole,Pinellas County,"WOOD,Wood Frame,MASONRY/CONCRETE MASONRY UNITS (CMUS)",2174.0,"HVACHeating,HVACCooling",13760.03,Square Feet,58.4,Off Market,U7721486,Illinois,3.0,3.0,3.0,20.317147192716238,Attached Garage,126960.0,Townhouse,FL,Public,1998.0,attached garage,1
Saint Petersburg,Pinellas County,"STUCCO,CONCRETE BLOCKS,FOOTING,Cb Stucco/Cb Reclad",1008.0,"Heating: Central Duct,FORCED AIR,Cooling: Cooling (Central),CENTRAL",94740.21,Square Feet,375.18,Off Market,H2200996,Shore Acres,2.0,2.0,1.0,1.0,Attached Garage,484736.0,Single Family Dwelling,FL,Public,1969.0,attached garage,1
Palm Springs,Riverside,"Stucco,Wood",1363.0,"Has Cooling,Air Conditioning,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Gas,Heating-Central,Central,Heating and Cooling,Water Heater Unit,Heating-Gas Heat Forced Air, Central,Cooling-Ceiling Fan(s),Has Heating",0.25,Acres,730.01,For Sale,25567849PS,"Palm Springs,El Rancho Vista Estates,California,Palm Springs Central",2.0,3.0,1.0,2.0,"Driveway,Carport,Attached Garage",1295000.0,Single Family Dwelling,CA,Public,1960.0,"attached garage, carport, driveway",0
Knoxville,Knox,"SIDING,WOOD FRAME",660924.0,"Cooling only,Air Conditioning,STEAM",559746.0,Square Feet,3497.49,Rental,225031250,"North Knoxville,Uptown Knoxville,Property Website",1.0,1.0,3.0,1.0,Parking Lot,1650.0,Apartment,TN,Public,1998.0,parking lot,1
Fremont,Dodge,"Vinyl,Vinyl Siding",1556.0,"Heating-Electric Heating Forced Air,Cooling-Central Air,Electric,Forced Air,Central,Central Air,Other",7840.0,Square Feet,172.88,For Sale,22513970,"Fairlawn,Nebraska",2.0,5.0,1.0,2.0,Attached Garage,275000.0,Single Family Dwelling,NE,Public,2014.0,attached garage,1
Glencoe,Cook,"BRICK/STONE (BRICK AND/OR STONE),MASONRY/CONCRETE MASONRY UNITS (CMUS)",4064.0,"NONE,HVACCooling",525.0,Square Feet,245.08,Pending,08472734,Illinois,4.5,5.0,2.0,2.0,Detached Garage,996000.0,Single Family Dwelling,IL,Public,1910.0,detached garage,1
Centerville,Barnstable,"Frame,Shingle Siding,Shingle",1652.0,"Baseboard,Has Cooling,Hot Water,Cooling-Central Air,Heating-Hot Water,Central Air,Natural Gas",17860.0,Square Feet,453.69,Pending,22503413,Illinois,2.0,3.0,1.0,8.0,Attached Garage,749500.0,Single Family Dwelling,MA,Septic,1963.0,attached garage,1
Saint Petersburg,Pinellas County,Cb Stucco/Cb Reclad,1852.0,"Heating: Central Duct,Cooling: Cooling (Central)",58940.13,Square Feet,232.87,Off Market,T3349944,"Jungle Terrace,Florida",2.0,3.892095357590966,1.0,1.0,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1958.0,attached garage,1
SOUTH PASADENA,Pinellas County,Cb Stucco/Cb Reclad,988.0,"Heating: Central Duct,Cooling: Cooling (Central)",89910.2,Square Feet,232.87,For Sale,225031250,Illinois,2.466245487364621,3.892095357590966,1.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1959.0,attached garage,1
Chandler,Maricopa,"Frame,Brick Trim/Veneer,CONCRETE BLOCKS,Brick Veneer; Wood Frame; Painted; Block,Wood Siding,BLOCK,Brick Veneer, Wood Frame, Painted, Block,Other",1462.0,"Has Cooling,Ac.fan Cooling,Heating-Electric Heating,Cooling-Electric, Ceiling Fan(s),HVACHeating,Ceiling Fan(s),Electric,Forced Air,REFRIGERATOR,Central Air",0.16,Acres,307.8,For Sale,6890071,Carriage Lane 7,2.0,3.0,1.0,2.0,"RV Parking,Attached Garage",497280.0,Single Family Dwelling,AZ,Public,1979.0,"attached garage, rv parking",0
Richmond,Richmond City,"Brick, Block,Brick",707.0,"Cooling-Electric, Heat Pump, Wall Air Conditioning, Ceiling Fan(s),Heat Pump,Hot Water Steam,Electric,Central,Heating-Electric Heating Heat Pump,Wall Unit(s)",165367.0,Square Feet,247.52,For Sale,2520177,"Forest Oaks Condominiums,Virginia",1.0,2.0,1.0,20.317147192716238,Attached Garage,175000.0,Condo,VA,Public,1961.0,attached garage,1
Seminole,Pinellas County,"BRICK/STONE (BRICK AND/OR STONE),Masonry,WOOD FRAME",880.0,"HVACHeating,Electric,Central,Central Air,HVACCooling",0.0,Square Feet,72,Pending,U7735127,Illinois,2.0,2.0,1.0,20.317147192716238,"Carport,Attached Garage",70000.0,Other,FL,Public,1977.0,"attached garage, carport",1
Saint Petersburg,Pinellas County,Concrete Block,728.0,"Heating: Unit/Space/Wall/Floor,Cooling: None",50920.11,Square Feet,232.87,For Sale,U8090805,"Disston Heights,Florida",1.0,3.892095357590966,1.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1957.0,attached garage,1
CRYSTAL BEACH,Pinellas County,Frame/Custom Wood,1512.0,"Heating: Central Duct,Cooling: Cooling (Central)",118130.27,Square Feet,232.87,Off Market,U8130215,Illinois,3.0,3.892095357590966,3.0,20.317147192716238,"Carport,Attached Garage",825493.9891451831,Multi-Family Dwelling,FL,Public,1982.0,"attached garage, carport",1
Richmond,Richmond City,Brick,687.0,"Heat Pump,Electric,Central Air",165367.0,Square Feet,260.55,For Sale,2519919,Illinois,1.0,2.0,1.0,20.317147192716238,Attached Garage,219000.0,Condo,VA,Public,1961.0,attached garage,1
Las Vegas,Clark,"Stucco,Frame,STUCCO,Drywall,FRAME",1111.0,"FORCED AIR,Heating-Gas Heat,CENTRAL,Electric,Gas,Forced Air,Central,Cooling-Electric,Central Air,Natural Gas",0.09,Acres,15.25,Off Market,2654833,"Park Villas,Paradise",3.0,3.0,1.0,1.0,"Carport,Attached Garage",146990.0,Townhouse,NV,Public,1979.0,"attached garage, carport",0
Saint Petersburg,Pinellas County,Concrete Block,1722.0,"Heating: Central Duct,Cooling: Cooling (Central)",216800.48,Square Feet,232.87,Sold,T3252588,"Florida,Harris Park",2.0,3.892095357590966,1.0,20.317147192716238,Detached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1967.0,detached garage,1
Glencoe,cook,"MAT/RAFT FOUNDATION (SLAB),BRICK/STONE (BRICK AND/OR STONE),FRAME",2009.0,"CENTRAL,NONE",10467.0,Square Feet,232.87,Off Market,11098743,Illinois,2.0,3.0,1.0,1.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1949.0,attached garage,1
Philadelphia,Philadelphia,Brick,1392.0,"Gas Heat,Ceiling Fan(s),Gas",1666.0,Square Feet,204.74,Off Market,PAPH2411636,"Mayfair,PHILADELPHIA,Pennsylvania",1.0,3.0,2.0,100.0,"Driveway,Street,Attached Garage",285000.0,Single Family Dwelling,PA,Public,1950.0,"attached garage, driveway, street",1
New York City,Lee County,Brick,51546.0,"Heating: Central Duct,Cooling: Cooling (Central)",43067.04824884569,Square Feet,14.55,Sold,OLRS-427429,"East Harlem,New York",2.466245487364621,3.892095357590966,6.0,20.317147192716238,Attached Garage,750000.0,Building,NY,Public,1900.0,attached garage,1
Chico,Butte,Brick,1450.0," CeilingFan(s), Central Air,Heating Type: Central, Fireplace(s), Wood,Cooling: Yes,Wood, Central Air,CENTRAL,Central,Fireplace(s), CentralForced Air,Central Air,Cooling only,Ceiling Fan,Central Furnace,Air Conditioning,Cooling: Central Air,Air Conditioner,Ceiling Fan(s), Central Air,Central A/C, CentralAir,Central Forced Air,Heating: Yes,CENTRAL FURNACE,Fireplace",0.0,Square Feet,324.14,For Sale,CRSN25164631,"Chico,Chico Vecino,California,The Avenues",1.0,3.0,1.0,20.0,"Driveway,RV Parking,Attached Garage",489000.0,Duplex,CA,Public,1907.0,"attached garage, driveway, rv parking",1
Philadelphia,philadelphia,Brick,1320.0,"Radiant,Gas Heat,Heating-Gas Heat Radiators, Wall Unit,Wall Unit(s),Cooling-Wall Air Conditioning",1760.0,Square Feet,223.48,Sold,PAPH2118564,"Philadelphia Northeast,Mayfair,PHILADELPHIA",1.0,3.0,2.0,0.0,"Driveway,Attached Garage",295000.0,Single Family Dwelling,PA,Public,1950.0,"attached garage, driveway",1
CLEARWATER,Pinellas County,"Reinforced Concrete,WOOD FRAME,CONCRETE",1350.0,"HVACHeating,HVACCooling",0.0,Square Feet,244.81,Sold,225031250,Illinois,2.466245487364621,3.892095357590966,1.0,20.317147192716238,Carport,330500.0,Building,FL,Public,1982.0,carport,1
GLENCOE,Cook,"WOOD,FRAME",5636.0,"CENTRAL,NONE",18450.0,Square Feet,232.87,For Sale,11470074,Illinois,5.5,5.0,2.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1916.0,attached garage,1
Henrico,Henrico,"Frame, Vinyl Siding,Frame,Vinyl,ALUMINUM/VINYL,Drywall, Frame, VinylSiding,Drywall; Frame; Vinyl Siding,RAISED (UNSPECIFIED)",1024.0,"FORCED AIR,Heating-Electric Heating, Wood Stove,Electric,Wood Stove,Central Air,HVACCooling,Cooling-Central Air, Electric",10424.0,Square Feet,288.09,Pending,2519674,"Fort Hill,Virginia",1.0,2.0,1.0,20.317147192716238,Street,295000.0,Single Family Dwelling,VA,Public,1951.0,street,1
Glencoe,Cook,Brick,2980.0,"Cooling-Central Air,Heating-Gas Heat",10467.0,Square Feet,351.44,Sold,11767515,"Glencoe,Illinois",3.0,4.0,2.0,2.0,Attached Garage,1100000.0,Single Family Dwelling,IL,Public,1947.0,attached garage,1
Tarpon Springs,Pinellas County,"STUCCO,CONCRETE BLOCKS,FOOTING,Cb Stucco/Cb Reclad",1549.0,"Heating: Central Duct,FORCED AIR,Cooling: Cooling (Central),CENTRAL",189530.44,Square Feet,58.1,Pending,U8162091,Florida,2.0,3.892095357590966,1.0,720.0,Attached Garage,90000.0,Single Family Dwelling,FL,Public,1968.0,attached garage,1
Chico,Butte,Brick,1248.0,Central Forced Air,4356.0,Square Feet,143.43,For Sale,CRSN25164429,California,2.0,2.0,1.0,2.0,Attached Garage,179000.0,Manufactured Home,CA,Private,1990.0,attached garage,1
Chico,Butte,Brick,1248.0,Central Forced Air,4356.0,Square Feet,143.43,For Sale,CRSN25164429,California,2.0,2.0,1.0,2.0,Attached Garage,179000.0,Manufactured Home,CA,Public,1990.0,attached garage,1
Knoxville,Knox,"Wood Frame,Siding",17448.0,Steam,396396.0,Square Feet,232.87,Off Market,225031250,South Knoxville,1.0,3.892095357590966,2.0,20.317147192716238,Attached Garage,1200.0,Apartment,TN,Public,1975.0,attached garage,1
Glen Allen,Henrico,"Frame, Vinyl Siding,Frame,Vinyl,Drywall, Frame, VinylSiding",3457.0,"Zoned,Heating-Gas Heat Forced Air, Zone,Ceiling Fan(s),Forced Air,Cooling-Central Air, A/C - Zone, Ceiling Fan(s),Central Air,Natural Gas",11365.0,Square Feet,225.61,For Sale,2519944,"Cobblestone Landing  Twin Hickory,Cobblestone Landing at Twin Hickory,Glen Allen,Virginia",4.0,5.0,2.0,2.0,"Street,Attached Garage",3495.0,Single Family Dwelling,VA,Public,2005.0,"attached garage, street",1
SOUTH PASADENA,Pinellas County,Cb Stucco/Cb Reclad,1560.0,"Heating: Central Duct,Cooling: Cooling (Central)",0.0,Square Feet,232.87,For Sale,225031250,Illinois,2.466245487364621,3.892095357590966,1.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1958.0,attached garage,1
Richmond,Henrico,"AluminumSiding, Brick, Drywall, VinylSiding,Vinyl,Aluminum Siding; Brick; Drywall; Vinyl Siding,Aluminum,Brick,Aluminum Siding, Brick, Vinyl Siding",1092.0,"Has Cooling,Heating-Electric Heating,Heat Pump,Electric,Heating-Electric Heating Heat Pump,Central Air,Cooling-Central Air, Electric, Heat Pump,Cooling-Central Air, Electric",8120.0,Square Feet,297.62,Pending,2519721,"Mayfield,Virginia,Richmond",2.0,3.0,1.0,0.0,"Driveway,Street",260500.0,Single Family Dwelling,VA,Public,2013.0,"driveway, street",1
Philadelphia,PHILADELPHIA,"Masonry, Brick,Brick,BRICK,MASONRY/CONCRETE MASONRY UNITS (CMUS)",1392.0,"Electric,Heating-Gas Heat Radiators,Radiator,NONE,Cooling-Electric,None,Natural Gas",1671.0,Square Feet,193.25,Rental,1003245953,"Mayfair,MAYFAIR,Pennsylvania",1.0,3.0,2.0,1.0,Attached Garage,1200.0,Single Family Dwelling,PA,Public,1950.0,attached garage,1
Nashville,"Davidson County, TN","Hardboard/Masonite,Fiber Cement; Masonite,Fiber Cement,Fiber Cement, Masonite,Fiber Cement, Hardboard Siding",1866.0,"Cooling-Central Air, Electric, Ceiling Fan(s),Electric,Central,Central Air,Heating-Gas Heat Central,Air Conditioning,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Heating-Gas Heat, Electric Heating Central,Heating-Electric Heating Central,Heating and Cooling,Natural Gas,Other",0.03,Acres,305.47,For Sale,2924438,"Tennessee,206 Lutie Street Residences,Woodbine",3.5,3.0,2.0,3.0,Driveway,619000.0,Single Family Dwelling,TN,Public,2019.0,driveway,0
Saint Petersburg,Pinellas County,"Stucco,Footing,Block, Stucco,Cb Stucco/Cb Reclad,Concrete Blocks",1071.0,"Heating: Central Duct,Cooling: Cooling (Central),Cooling-Central Air, Ceiling Fan(s),Heating-Central,Central,Central Air",68480.15,Square Feet,354.81,Off Market,TB8328299,"Bonnie Bay Country Club Estates-phase 5,BONNIE BAY COUNTRY CLUB ESTATES-PHASE 5,St Petersburg,West Lealman,Florida",2.0,2.0,1.0,2.0,"Driveway,Attached Garage",399900.0,Single Family Dwelling,FL,Public,1981.0,"attached garage, driveway",1
St Louis,St. Louis,"Vinyl,Vinyl Siding",1365.0,"Cooling-Central Air,Heating-None, Forced Air,Heating-Forced Air,Forced Air,Central Air",7501.0,Square Feet,62.2,Pending,25041641,Kenwood,1.0,3.0,2.0,20.317147192716238,Street,84900.0,Single Family Dwelling,MO,Public,1918.0,street,1
Kansas City,Clay,"Stone Veneer,Metal Siding, Stone Veneer,Metal",864.0,"Air Conditioning,Heating-Gas Heat,Electric,Cooling-Electric,Natural Gas",0.2,Acres,214.12,Pending,2556851,"Ravenwood,Missouri,Other",1.0,3.0,1.6356687898089173,20.317147192716238,Street,185000.0,Single Family Dwelling,MO,Public,1945.0,street,0
Henrico,Henrico,"Frame,Vinyl,Brick,Brick, Drywall, Frame, VinylSiding,COMBINATION,Brick; Drywall; Frame; Vinyl Siding,Brick, Frame, Vinyl Siding",1360.0,"Has Cooling,Cooling-Central Air, Electric, Ceiling Fan(s),Heating-Electric Heating Forced Air,Ceiling Fan(s),Electric,Forced Air,NONE,Central Air,HEAT PUMP,HVACCooling",115473.0,Square Feet,220.55,For Sale,2519296,"Townes At Stonewall Manor,Virginia",3.0,3.0,2.0,20.317147192716238,Attached Garage,206825.0,Condo,VA,Public,2017.0,attached garage,1
Lysander,Onondaga,Vinyl,1764.0,"Heating-Gas Heat Forced Air,Cooling-Central Air, Gas",0.34,Acres,229.59,Pending,S1588512,Illinois,2.5,3.0,2.0,2.0,Attached Garage,379900.0,Single Family Dwelling,NY,Public,2013.0,attached garage,0
Ashland,Hanover,"Drywall, VinylSiding, WoodSiding,Vinyl,Wood,Vinyl Siding, Wood Siding",1654.0,"HeatPump,Air Conditioning,Heat Pump,Heating,Ceiling Fan(s),Electric,CentralAir,Heating-Electric Heating Heat Pump,Central Air,Cooling-Central Air, Electric, Heat Pump, Ceiling Fan(s)",9148.0,Square Feet,250.91,For Sale,2519141,"North Ashland,Virginia,Ashland",3.0,3.0,2.0,20.317147192716238,"Driveway,Street",415000.0,Single Family Dwelling,VA,Public,2008.0,"driveway, street",1
SAN ANTONIO,Bexar County,"Combination,Mat/raft Foundation (slab)",2120.0,"Forced Air,Central",8820.0,Square Feet,83.49,Pending,607999,"Texas,Summit-Stone Oak",2.5,3.0,2.0,20.317147192716238,Attached Garage,177000.0,Single Family Dwelling,TX,Public,1993.0,attached garage,1
Lago Vista,Travis County,Brick,2728.0,"Heating: Central Duct,Cooling: Cooling (Central)",18731.0,Square Feet,232.87,Sold,1039005,Texas,3.0,4.0,1.0,6.0,Attached Garage,825493.9891451831,Single Family Dwelling,TX,Public,1979.0,attached garage,1
Philadelphia,PHILADELPHIA,Brick,1440.0,"Heating-Oil Wall Unit, Forced Air,Oil,Forced Air,Cooling-A/C - Other, Wall Air Conditioning",1764.0,Square Feet,159.72,Sold,PAPH2233580,"None Available,Mayfair,PHILADELPHIA,Philadelphia,Pennsylvania",1.0,3.0,2.0,100.0,"Driveway,Street,Attached Garage",290000.0,Single Family Dwelling,PA,Public,1950.0,"attached garage, driveway, street",1
Saint Petersburg,Pinellas County,Concrete Block,840.0,"Heating: Unit/Space/Wall/Floor,Cooling: None",67520.15,Square Feet,232.87,For Sale,U8168072,Illinois,1.0,3.892095357590966,1.0,210.0,"Carport,Attached Garage",825493.9891451831,Single Family Dwelling,FL,Public,1955.0,"attached garage, carport",1
New Kent,New Kent County VA,Vinyl Siding,1340.0,"Cooling-Central Air,Heating-Gas Heat Floor Furnace,Central,Forced Hot Water,Central Air,Natural Gas,Floor Furnace",7841.0,Square Feet,290.3,For Sale,10593083,"ALL OTHERS AREA 140,LIFESTYLES AT FOUR SEASON,LIFESTYLES AT FOUR SEASO",2.0,3.0,1.0,20.317147192716238,"Driveway,Attached Garage",399900.0,Single Family Dwelling,VA,Public,2023.0,"attached garage, driveway",1
Henrico,Henrico,"Brick, Plaster, Vinyl Siding,Brick, VinylSiding,Vinyl,Brick, Vinyl Siding,Brick,Plaster,Brick,Plaster,Vinyl Siding",1870.0,"Heat Pump,Cooling-Central Air, Heat Pump,Electric,Heating-Electric Heating Heat Pump,Central Air,Heating-Gas Heat Heat Pump,Natural Gas,Cooling-Central Air, Electric, Heat Pump",10877.0,Square Feet,261.5,For Sale,2520506,"Hill And Dale,Virginia",2.0,4.0,3.0,20.317147192716238,Street,325000.0,Single Family Dwelling,VA,Public,1957.0,street,1
Glencoe,cook,Brick,3462.0,"Heating: Central Duct,Cooling: Cooling (Central)",15221.0,Square Feet,232.87,Sold,11299242,Illinois,2.5,5.0,2.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1948.0,attached garage,1
Ashland,Hanover,Brick,132.0,"Heating: Central Duct,Cooling: Cooling (Central)",57499.0,Square Feet,1287.88,For Sale,2520150,Illinois,2.466245487364621,3.892095357590966,1.6356687898089173,20.317147192716238,Attached Garage,170000.0,Other,VA,Public,1982.7783075089392,attached garage,1
Montpelier,Hanover,"Frame, Vinyl Siding,Frame,Vinyl,Frame, VinylSiding,Frame; Vinyl Siding",1433.0,"HeatPump,Has Cooling,Air Conditioning,Heating,Heat Pump,Electric,CentralAir,Heating-Electric Heating Heat Pump,NONE,Central Air,Cooling-Central Air, Electric, Heat Pump,HVACCooling",43560.0,Square Feet,279.13,For Sale,2519818,"None,Virginia",3.0,3.0,2.0,20.317147192716238,Attached Garage,400000.0,Single Family Dwelling,VA,Septic,2025.0,attached garage,1
New Kent,New Kent,"Frame, HardiPlank Type,Drywall, Frame, HardiplankType,Frame,WOOD",6307.0,"HeatPump,Cooling-Central Air, Heat Pump, A/C - Zone, Ceiling Fan(s),CENTRAL,CentralAir,Central Air,HOT WATER,Zoned,NaturalGas,Air Conditioning,Heat Pump,Heating,Ceiling Fan(s),GAS,Heating-Gas Heat Heat Pump, Zone,Natural Gas",45782.0,Square Feet,265.58,For Sale,2518964,Farms Of New Kent,4.0,4.0,3.0,3.0,"Driveway,Street,Attached Garage",1675000.0,Single Family Dwelling,VA,Public,2019.0,"attached garage, driveway, street",1
Mechanicsville,Hanover,"Frame, Vinyl Siding,Frame,Vinyl,Drywall, Frame, VinylSiding,Frame,Vinyl Siding,Drywall, Frame, Vinyl Siding",2475.0,"HeatPump,Electric, HeatPump,Electric,CentralAir,Cooling Y N: Yes,Heating-Electric Heating Heat Pump,Central Air,Cooling-Central Air, Electric, Heat Pump, Ceiling Fan(s),Cooling: Central Air,Air Conditioning,Heat Pump,Heating,Contact Manager,Ceiling Fan(s),Central A/C,Heating: Electric, Heat Pump,Heating Yn: Yes",263538.0,Square Feet,323.21,For Sale,2520559,"Leber Estates,Mechanicsville",4.0,4.0,2.0,2.0,"Driveway,Street,Attached Garage",170000.0,Single Family Dwelling,VA,Septic,2024.0,"attached garage, driveway, street",1
LAGO VISTA,Travis County,Brick,2377.0,"Electric,Central Air",12327.0,Square Feet,141,Pending,9499957,"Texas,Highland Lake Estates Sec 03,Lago Vista",2.0,4.0,1.0,2.0,Attached Garage,335000.0,Single Family Dwelling,TX,Public,2017.0,attached garage,1
La Center,Lee County,Brick,728.0,Yes,43067.04824884569,Square Feet,232.87,Off Market,225031250,"La Center,Outlying Clark  County",1.0,1.0,3.0,20.317147192716238,ParkingLot,4334.0,Apartment,WA,Public,2022.0,parkinglot,1
Fort Myers,Lee County,Brick,2562.0,"Heating: Central Duct,Cooling: Cooling (Central)",0.29,Acres,169.79,For Sale,225038299,Illinois,3.0,4.0,1.6356687898089173,20.317147192716238,Attached Garage,515000.0,Single Family Dwelling,FL,Public,2006.0,attached garage,0
Sweetwater,Nolan County,"Brick Veneer,Brick,Brick Veneer, Pier and Beam",2598.0,"Central Furnace,0-5 Years Old,Central,Fireplace(s),Central Air,None,Natural Gas,Fireplace",0.25,Acres,86.61,For Sale,NCBORTX-5015,Texas,3.0,3.0,2.0,1.0,Detached Garage,240000.0,Single Family Dwelling,TX,Public,1950.0,detached garage,0
Clinton Twp,Macomb,"Aluminum,Brick",1100.0,"Cooling-Central Air,Heating-Gas Heat Forced Air,Ceiling Fan(s),Forced Air,Central Air",43067.04824884569,Square Feet,65.91,For Sale,58050166974,Boston Towne Houses Co Op,1.5,3.0,2.0,20.317147192716238,Attached Garage,72500.0,Townhouse,MI,Public,1968.0,attached garage,1
Cape Coral,Lee County,"Stucco,Concrete Block,Concrete Block, Stucco,Concrete,Other",1418.0,"Central Electric,Heating-Electric Heating,Electric,CentralAir,Cooling Y N: Yes,Central,Central Air,Cooling-Central Air, Electric,Cooling: Central Air, Electric,Heating-Electric Heating Central,Forced air,Heating: Central, Electric,Heating Yn: Yes,Cooling-Electric",0.23,Acres,176.23,For Sale,224065668,"CAPE CORAL,Cape Coral,Mariner",2.0,3.0,1.0,2.0,Attached Garage,294900.0,Single Family Dwelling,FL,Septic,2005.0,attached garage,0
